"state","year","month","outage_count","max_outage_duration","customer_weighted_hours"
"CT",2016,4,100,17.5,390146
"CT",2016,5,126,12,105497.75
"CT",2016,6,184,7,139377.75
"CT",2016,7,206,12.75,309570
"CT",2016,8,160,20.75,358933
"CT",2016,9,139,10,101228.75
"CT",2016,10,88,6.75,71135.25
"CT",2016,11,77,19.5,94336.25
"CT",2016,12,98,7.75,93120
"DE",2016,0,533,35.25,1192734
"DE",2016,1,43,35.25,156010.25
"DE",2016,2,38,8.75,43264
"DE",2016,3,32,7,49065.75
"DE",2016,4,29,23.5,103946.25
"DE",2016,5,36,6.25,93954.25
"DE",2016,6,48,27.25,148534.25
"DE",2016,7,79,25.75,232072
"DE",2016,8,54,6,73388.75
"DE",2016,9,59,23.75,131791.5
"DE",2016,10,39,9.5,62367.25
"DE",2016,11,39,17.25,65176.25
"DE",2016,12,37,7.5,33163.5
NA,2016,0,357,21,683652
NA,2016,1,23,4.75,32862
NA,2016,2,24,12.25,29306
NA,2016,3,15,6.5,19542.75
NA,2016,4,38,21,52403.5
NA,2016,5,25,9.75,46625
NA,2016,6,48,17.5,90824.5
NA,2016,7,48,15.25,173611.75
NA,2016,8,42,11.25,104938.5
NA,2016,9,30,10,39922
NA,2016,10,21,12.25,24947
NA,2016,11,19,13.75,18743.5
NA,2016,12,24,14,49925.5
"FL",2016,0,10994,150.5,73968251.75
"FL",2016,1,886,35.25,2160722
"FL",2016,2,653,37.5,1261448.5
"FL",2016,3,684,30,846031.75
"FL",2016,4,636,20.5,659975.75
"FL",2016,5,998,113.5,1596860.25
"FL",2016,6,1259,39.75,2114561.5
"FL",2016,7,1350,19,1670542.25
"FL",2016,8,1258,28.25,1630618.75
"FL",2016,9,1161,116.5,8183369
"FL",2016,10,862,150.5,52431092.5
"FL",2016,11,590,19,694667.5
"FL",2016,12,657,14.25,718362
"GA",2016,0,4111,153,22762672
"GA",2016,1,252,37,359051
"GA",2016,2,301,23,481731
"GA",2016,3,225,11.5,280437.25
"GA",2016,4,288,35.5,561688.5
"GA",2016,5,261,23.25,282228.75
"GA",2016,6,517,24.75,882584.25
"GA",2016,7,582,28.5,1182497
"GA",2016,8,419,36.5,556865
"GA",2016,9,360,60.5,2200243.75
"GA",2016,10,317,153,15303521.25
"GA",2016,11,257,15,344005.25
"GA",2016,12,332,42.5,327819
"ID",2016,0,558,34.25,917407.75
"ID",2016,1,16,11.5,17687
"ID",2016,2,8,31.75,26198.5
"ID",2016,3,21,7,25950
"ID",2016,4,30,4.25,25414.75
"ID",2016,5,68,5.5,110373
"ID",2016,6,57,9.75,81716.75
"ID",2016,7,55,8,114936.75
"ID",2016,8,59,30,114888.5
"ID",2016,9,52,9.75,84239.25
"ID",2016,10,64,12,110161
"ID",2016,11,31,5.25,60535
"ID",2016,12,97,34.25,145307.25
"IL",2016,0,2500,54.75,7045029.5
"IL",2016,1,222,15,276604.75
"IL",2016,2,275,41,1817223.75
"IL",2016,3,266,30,528120.75
"IL",2016,4,371,16.5,509117.5
"IL",2016,5,331,31.25,682274.25
"IL",2016,6,361,45.25,695535.5
"IL",2016,7,235,54.75,1954079.5
"IL",2016,8,93,11.5,186333.75
"IL",2016,9,116,22.75,131078
"IL",2016,10,78,10.5,110715
"IL",2016,11,82,9.5,72126.75
"IL",2016,12,70,6,81820
"IN",2016,0,2592,111.5,8025868
"IN",2016,1,136,10.25,237179
"IN",2016,2,178,51,639536.75
"IN",2016,3,153,8.75,244422.75
"IN",2016,4,284,38.75,1243348
"IN",2016,5,162,29,264678
"IN",2016,6,412,111.5,1639854.5
"IN",2016,7,322,31,1008715.5
"IN",2016,8,291,84.5,1734853.75
"IN",2016,9,171,15.5,225872
"IN",2016,10,145,15,172942.5
"IN",2016,11,170,17,328444.5
"IN",2016,12,168,23.75,286020.75
"IA",2016,0,1436,35.75,2217395
"IA",2016,1,47,9,47487.5
"IA",2016,2,96,11.75,141263.75
"IA",2016,3,81,11.5,135688.5
"IA",2016,4,84,9.5,76849.5
"IA",2016,5,92,15,118385.75
"IA",2016,6,185,35.75,355784.75
"IA",2016,7,295,15.25,537586.75
"IA",2016,8,174,12.75,286490.75
"IA",2016,9,133,13.5,163346
"IA",2016,10,108,26.5,200559
"IA",2016,11,78,5.25,75863.25
"IA",2016,12,63,6.75,78089.5
"KS",2016,0,1287,46.5,2077201.25
"KS",2016,1,56,6.75,43599.25
"KS",2016,2,64,6.75,71670.5
"KS",2016,3,78,7.25,73688.75
"KS",2016,4,119,10.75,167548.75
"KS",2016,5,151,46.5,316897.5
"KS",2016,6,146,21,209963
"KS",2016,7,174,26.25,604398.5
"KS",2016,8,110,15.5,198130
"KS",2016,9,141,6,85305.75
"KS",2016,10,113,22,182707.75
"KS",2016,11,53,4.25,39778.75
"KS",2016,12,82,5,83512.75
"KY",2016,0,2072,46,3400516
"KY",2016,1,126,11.75,199495.25
"KY",2016,2,105,7.75,102430.5
"KY",2016,3,142,43.25,219602.5
"KY",2016,4,177,36.75,308202.25
"KY",2016,5,210,19.5,268314.5
"KY",2016,6,274,38.5,661651.25
"KY",2016,7,321,46,602637.5
"KY",2016,8,183,21,269080.5
"KY",2016,9,127,25.75,196258.25
"KY",2016,10,131,14.5,174950.25
"KY",2016,11,135,16.25,135555.25
"KY",2016,12,141,45.75,262338
"LA",2016,0,4981,141.75,13495615.25
"LA",2016,1,272,9.25,329001.25
"LA",2016,2,291,90.5,900831.25
"LA",2016,3,519,141.75,1293207.5
"LA",2016,4,398,32.25,508163
"LA",2016,5,452,71,2187309.75
"LA",2016,6,522,97.25,739095
"LA",2016,7,607,61.75,1178183
"LA",2016,8,723,79.75,4935018.5
"LA",2016,9,349,10,443793.5
"LA",2016,10,222,10,226644.5
"LA",2016,11,288,16,357742.25
"LA",2016,12,338,11.75,396625.75
"ME",2016,0,1373,67.5,5703123.75
"ME",2016,1,79,67.5,1014913.5
"ME",2016,2,96,23.25,521469.5
"ME",2016,3,84,10.25,102227
"ME",2016,4,113,27.75,674449.5
"ME",2016,5,73,6.75,104076.75
"ME",2016,6,123,7.5,154933.75
"ME",2016,7,152,31.5,394222.75
"ME",2016,8,119,34,221837.75
"ME",2016,9,93,14,162770
"ME",2016,10,152,11,221615.75
"ME",2016,11,97,18,147735.75
"ME",2016,12,192,32.25,1982871.75
"MD",2016,0,4155,30.5,4525850.27083333
"MD",2016,1,224,12.5,248966.75
"MD",2016,2,162,20.5,239080.25
"MD",2016,3,182,7.75,144863.75
"MD",2016,4,371,17.75,524584.5
"MD",2016,5,202,11.5,237996.611111111
"MD",2016,6,619,30.5,893930
"MD",2016,7,627,17.75,518610.25
"MD",2016,8,634,25,662241.520833333
"MD",2016,9,342,14.5,258343.638888889
"MD",2016,10,267,7.5,245039.5
"MD",2016,11,282,13.75,323774.25
"MD",2016,12,243,22,228419.25
"MA",2016,0,2661,59.5,6562078.5
"MA",2016,1,180,30.5,287686.25
"MA",2016,2,299,59.5,2721273.5
"MA",2016,3,181,22.25,314305.25
"MA",2016,4,214,17,362828.75
"MA",2016,5,180,15.75,217206
"MA",2016,6,238,15.5,281386.5
"MA",2016,7,321,29.5,882881.5
"MA",2016,8,283,16.5,390683
"MA",2016,9,217,12.25,302386.5
"MA",2016,10,221,19.25,392441.75
"MA",2016,11,151,16.75,198056.5
"MA",2016,12,176,14,210943
"MI",2016,0,2104,45,8460203.75
"MI",2016,1,203,30.25,726415.25
"MI",2016,2,404,45,3394755.5
"MI",2016,3,228,34.25,967148.75
"MI",2016,4,133,11,221816.75
"MI",2016,5,148,26,252971.75
"MI",2016,6,302,31,931820.75
"MI",2016,7,404,32.5,1292723.75
"MI",2016,8,91,15,152360.25
"MI",2016,9,40,25,79751.75
"MI",2016,10,57,17.75,111726.5
"MI",2016,11,54,39.75,229704.5
"MI",2016,12,40,19.5,99008.25
"MN",2016,0,1660,108.75,7561628.5
"MN",2016,1,62,9.5,54092.25
"MN",2016,2,51,30,82422.75
"MN",2016,3,85,11.5,143751.5
"MN",2016,4,107,21.5,112645
"MN",2016,5,142,23.25,184835.75
"MN",2016,6,317,28.25,605034.25
"MN",2016,7,392,108.75,5095796.75
"MN",2016,8,186,41,399043.25
"MN",2016,9,157,9.5,157023.5
"MN",2016,10,48,7.75,39813
"MN",2016,11,65,68.75,594630.25
"MN",2016,12,48,12,92540.25
"MS",2016,0,1608,52,2976282.75
"MS",2016,1,81,10,80038.5
"MS",2016,2,130,52,269643.5
"MS",2016,3,146,49.25,401901.5
"MS",2016,4,129,26,329794.5
"MS",2016,5,117,8.75,149774.75
"MS",2016,6,150,27.5,302175.5
"MS",2016,7,225,25.5,391277.75
"MS",2016,8,172,27.25,232715.75
"MS",2016,9,103,8.5,93044
"MS",2016,10,75,8,74462.5
"MS",2016,11,142,30.75,342055.5
"MS",2016,12,138,43,309399
"MO",2016,0,3550,54.5,7044732.75
"MO",2016,1,114,18.75,149199.5
"MO",2016,2,355,15.5,484583
"MO",2016,3,156,10.75,179461.25
"MO",2016,4,292,20.75,346098
"MO",2016,5,294,19,745328.25
"MO",2016,6,251,19.75,227956.25
"MO",2016,7,1032,54.5,3931260.75
"MO",2016,8,302,32.75,387611.5
"MO",2016,9,193,12,154549.5
"MO",2016,10,138,11.75,144183.25
"MO",2016,11,180,5.5,72065
"MO",2016,12,243,8,222436.5
"MT",2016,0,102,27.75,190970
"MT",2016,1,9,4.5,20405.75
"MT",2016,2,2,1.25,1160.5
"MT",2016,3,5,15,5718.5
"MT",2016,4,12,8.75,19400.5
"MT",2016,5,15,6.5,23533
"MT",2016,6,8,5.75,15082.25
"MT",2016,7,10,6.25,30380
"MT",2016,8,6,6.75,9869.75
"MT",2016,9,6,4,5277.75
"MT",2016,10,12,27.75,34565.5
"MT",2016,11,8,5.25,5682
"MT",2016,12,9,6.5,19894.5
"NE",2016,0,392,28.25,782381.75
"NE",2016,1,15,2.25,12487.75
"NE",2016,2,42,11.25,143781.5
"NE",2016,3,48,5.75,41159.75
"NE",2016,4,37,4.5,19304.75
"NE",2016,5,33,9.25,46353.75
"NE",2016,6,48,9.25,64670
"NE",2016,7,35,9.5,69825
"NE",2016,8,44,28.25,273849.75
"NE",2016,9,16,3,15312
"NE",2016,10,23,2.5,14616.75
"NE",2016,11,23,10.25,37053
"NE",2016,12,28,8.25,43967.75
"NV",2016,0,697,22.5,1428700.25
"NV",2016,1,50,6,58653.5
"NV",2016,2,47,6.5,112086
"NV",2016,3,56,17.75,150350.5
"NV",2016,4,49,10,106511.25
"NV",2016,5,62,6,80585
"NV",2016,6,92,8,141661
"NV",2016,7,65,15.25,128198.75
"NV",2016,8,49,14.5,159647.25
"NV",2016,9,48,10.25,79902.75
"NV",2016,10,82,20.75,196886.75
"NV",2016,11,37,8.75,83482.25
"NV",2016,12,60,22.5,130735.25
"NH",2016,0,900,30.5,2053046.25
"NH",2016,1,49,8.5,63365.5
"NH",2016,2,82,12.75,154561.5
"NH",2016,3,81,9,149173.5
"NH",2016,4,48,9.5,64889.5
"NH",2016,5,49,5.75,68478
"NH",2016,6,105,6.25,127805.5
"NH",2016,7,125,30.5,875344.25
"NH",2016,8,84,7.5,88719.5
"NH",2016,9,69,15,161947
"NH",2016,10,78,7.5,103769
"NH",2016,11,62,8.75,83207.5
"NH",2016,12,68,16.75,111785.5
"NJ",2016,0,5534,115.5,15011813.75
"NJ",2016,1,317,48.25,2362550
"NJ",2016,2,476,28,1430212.25
"NJ",2016,3,353,16.75,479780
"NJ",2016,4,430,115.5,1979209.75
"NJ",2016,5,501,19.5,688962.25
"NJ",2016,6,662,30.25,1889703
"NJ",2016,7,658,32,2766755.5
"NJ",2016,8,576,31.25,1199805.75
"NJ",2016,9,476,26.5,795086
"NJ",2016,10,398,13.75,472108.5
"NJ",2016,11,404,16.5,530864.75
"NJ",2016,12,283,9.75,416776
"NM",2016,0,577,81.25,1624788.75
"NM",2016,1,30,5.25,53609.5
"NM",2016,2,27,4.25,35374.25
"NM",2016,3,29,7.75,60315.25
"NM",2016,4,34,5,74309
"NM",2016,5,40,20.75,98489.75
"NM",2016,6,95,81.25,149957.25
"NM",2016,7,91,7.75,199068
"NM",2016,8,93,7.75,564595.5
"NM",2016,9,40,6.5,200203.5
"NM",2016,10,37,7,61515
"NM",2016,11,33,5,57566.25
"NM",2016,12,28,7.25,69785.5
"NY",2016,0,6415,54,14804646.75
"NY",2016,1,417,41.25,1038629
"NY",2016,2,542,54,2514644.75
"NY",2016,3,431,18.75,691326.75
"NY",2016,4,407,32.5,914126.25
"NY",2016,5,430,27.5,863123.25
"NY",2016,6,770,16.5,991018.25
"NY",2016,7,804,20.75,1742223.25
"NY",2016,8,755,47.75,2377090.25
"NY",2016,9,483,15.75,805265.75
"NY",2016,10,514,21.25,1024130
"NY",2016,11,520,30,1314246
"NY",2016,12,342,29.75,528823.25
"NC",2016,0,5146,280.25,52482599.25
"NC",2016,1,325,70.75,4956977.25
"NC",2016,2,450,56.5,2335825
"NC",2016,3,204,9.25,244591.75
"NC",2016,4,433,36,620094.75
"NC",2016,5,437,16.25,678722.75
"NC",2016,6,529,33,1330808.25
"NC",2016,7,808,74,5377307
"NC",2016,8,488,20.75,718245.25
"NC",2016,9,481,28.25,1400183.5
"NC",2016,10,427,280.25,33957736.25
"NC",2016,11,286,31,482599.5
"NC",2016,12,278,11,379508
"ND",2016,0,133,15.25,181399
"ND",2016,1,4,2.5,12318.75
"ND",2016,2,6,4,8909
"ND",2016,3,8,1.75,8396.25
"ND",2016,4,7,5,18160.75
"ND",2016,5,14,5,40902.75
"ND",2016,6,10,2.5,16598.75
"ND",2016,7,21,4.75,19429.75
"ND",2016,8,20,8.5,15328
"ND",2016,9,9,2,2782
"ND",2016,10,1,0.75,153.75
"ND",2016,11,5,1.5,1784.25
"ND",2016,12,28,15.25,36635
"OH",2016,0,5311,151.5,13403150.75
"OH",2016,1,228,151.5,548841.25
"OH",2016,2,356,30.5,938757.25
"OH",2016,3,353,40.75,669319.25
"OH",2016,4,464,37.5,1599388.5
"OH",2016,5,358,18.25,637144.5
"OH",2016,6,629,75.25,1789503.75
"OH",2016,7,633,25,1643664.75
"OH",2016,8,661,48,2654839.25
"OH",2016,9,474,21,825831.5
"OH",2016,10,390,21,644661.25
"OH",2016,11,381,27,743371.5
"OH",2016,12,384,46,707828
"OK",2016,0,2188,103.5,7352707.25
"OK",2016,1,135,103.5,575378
"OK",2016,2,149,16.5,232485.75
"OK",2016,3,141,31.5,377968.25
"OK",2016,4,256,22.5,839407.75
"OK",2016,5,239,97.75,840052
"OK",2016,6,170,43.5,336543
"OK",2016,7,330,45,3151880
"OK",2016,8,230,14.5,327490.75
"OK",2016,9,186,15,241569
"OK",2016,10,123,12.25,152338.25
"OK",2016,11,101,16.25,139525.5
"OK",2016,12,128,7.25,138069
"OR",2016,0,511,116.5,2483688
"OR",2016,1,53,33.5,247790.25
"OR",2016,2,33,116.5,109731
"OR",2016,3,48,21,147233.25
"OR",2016,4,43,5.75,43661
"OR",2016,5,23,21.5,54253
"OR",2016,6,50,9.75,113765.25
"OR",2016,7,34,13.75,118355.25
"OR",2016,8,41,11,110624.75
"OR",2016,9,31,15,125103
"OR",2016,10,68,26.5,594314.5
"OR",2016,11,34,13.75,90630.25
"OR",2016,12,53,59.75,728226.5
"PA",2016,0,6881,133.5,11439298
"PA",2016,1,366,21.75,430492.25
"PA",2016,2,522,42.5,1131050
"PA",2016,3,512,22,595675
"PA",2016,4,526,116.25,1538123.25
"PA",2016,5,517,16.5,576317
"PA",2016,6,778,30,1332435.75
"PA",2016,7,865,25.5,1655223.5
"PA",2016,8,738,27.75,1285121.5
"PA",2016,9,584,35,779216
"PA",2016,10,499,24.5,685220.75
"PA",2016,11,524,133.5,811940.25
"PA",2016,12,450,19.25,618482.75
"RI",2016,0,301,51.75,1351319.75
"RI",2016,1,20,5,28683
"RI",2016,2,51,51.75,787541
"RI",2016,3,16,8.5,38677.25
"RI",2016,4,20,6.5,33952.5
"RI",2016,5,22,6,20924
"RI",2016,6,22,4.5,33699.75
"RI",2016,7,37,13,133373.75
"RI",2016,8,33,15.25,101163.25
"RI",2016,9,31,16.25,74442.25
"RI",2016,10,15,4,21039
"RI",2016,11,15,2.25,11119.75
"RI",2016,12,19,7.5,66704.25
"SC",2016,0,1837,286.75,35775813.5
"SC",2016,1,124,55,587931.5
"SC",2016,2,159,51.5,636236.25
"SC",2016,3,102,9.25,126760.75
"SC",2016,4,141,6.25,147363.25
"SC",2016,5,155,17.5,286181.5
"SC",2016,6,147,11.5,247353
"SC",2016,7,231,32.75,512905.5
"SC",2016,8,188,17.75,262757.25
"SC",2016,9,175,47,524959
"SC",2016,10,170,286.75,32050270
"SC",2016,11,131,36.75,283600.75
"SC",2016,12,114,10.5,109494.75
"SD",2016,0,104,9.25,179498.5
"SD",2016,1,5,5.25,6203.75
"SD",2016,2,16,4.5,49802.75
"SD",2016,3,4,4.75,4349
"SD",2016,4,1,3,13500.75
"SD",2016,5,9,6.75,8488.25
"SD",2016,6,24,6.25,40454.25
"SD",2016,7,18,9,33023.75
"SD",2016,8,6,9.25,8347.5
"SD",2016,9,12,2.5,10449.25
"SD",2016,10,6,4.5,4174.25
"SD",2016,11,2,0.5,327
"SD",2016,12,1,1.25,378
"TN",2016,0,2006,218.75,5859527.75
"TN",2016,1,109,31.75,209977.5
"TN",2016,2,131,14,153586
"TN",2016,3,126,17,204788.75
"TN",2016,4,138,50.75,463660.25
"TN",2016,5,192,37,413573.5
"TN",2016,6,225,44.25,812015
"TN",2016,7,299,37.75,1320356.25
"TN",2016,8,197,11.75,268587.75
"TN",2016,9,152,35.5,237549.25
"TN",2016,10,121,9.75,121435.75
"TN",2016,11,155,218.75,1347800.75
"TN",2016,12,161,18.5,306197
"TX",2016,0,3156,78,7681174
"TX",2016,1,120,6,178977
"TX",2016,2,159,20,206637
"TX",2016,3,217,15.25,324983.75
"TX",2016,4,464,55,1551896.5
"TX",2016,5,339,78,2614331.5
"TX",2016,6,375,15.25,592740.5
"TX",2016,7,347,68.75,646989.5
"TX",2016,8,344,18.5,491719.25
"TX",2016,9,221,12.5,290006.75
"TX",2016,10,140,8.75,167452
"TX",2016,11,169,11.25,230799.5
"TX",2016,12,261,18,384640.75
"VT",2016,0,615,46.5,1359873
"VT",2016,1,32,8.25,37155.25
"VT",2016,2,31,12.25,69221
"VT",2016,3,41,18.25,122996.75
"VT",2016,4,33,6.75,29027.75
"VT",2016,5,35,5.25,36230.25
"VT",2016,6,86,5.75,52782.25
"VT",2016,7,76,46.5,524451
"VT",2016,8,80,12.75,97927
"VT",2016,9,35,11.25,32234.5
"VT",2016,10,75,24,228982.25
"VT",2016,11,50,14.75,68789.25
"VT",2016,12,41,9.5,60075.75
"VA",2016,0,7218,111.5,28404298
"VA",2016,1,408,17.75,713972
"VA",2016,2,1018,60.25,2027125.75
"VA",2016,3,349,92.75,586452.5
"VA",2016,4,688,37,1415998.5
"VA",2016,5,478,17,653123.25
"VA",2016,6,932,65.75,8216979
"VA",2016,7,1022,37.25,2933487
"VA",2016,8,564,22.5,939912.25
"VA",2016,9,556,28.75,1268338.5
"VA",2016,10,541,111.5,8554158.75
"VA",2016,11,343,24.75,532749.5
"VA",2016,12,319,28.5,562001
"WA",2016,0,1327,168,7849810
"WA",2016,1,103,13.25,208937.25
"WA",2016,2,80,20,192980
"WA",2016,3,124,86.5,3997299.5
"WA",2016,4,62,95.5,241865.5
"WA",2016,5,113,26.75,247133.25
"WA",2016,6,132,38.75,340235.5
"WA",2016,7,106,53.75,265877.5
"WA",2016,8,104,14.5,209667
"WA",2016,9,114,12.5,376438
"WA",2016,10,142,59.5,1018645.5
"WA",2016,11,119,20,349983
"WA",2016,12,128,168,400748
"WV",2016,0,3410,171.25,15956592.5
"WV",2016,1,137,54.75,453128.5
"WV",2016,2,264,60,847556.5
"WV",2016,3,273,28.5,731244.75
"WV",2016,4,278,73.5,1158641.5
"WV",2016,5,247,19,561709.25
"WV",2016,6,535,171.25,6786542
"WV",2016,7,431,69.5,2248535
"WV",2016,8,373,42,894784.25
"WV",2016,9,233,45.5,474772.5
"WV",2016,10,206,22.5,420583
"WV",2016,11,185,131.5,712898.75
"WV",2016,12,248,34.5,666196.5
"WI",2016,0,1571,56.5,5083472.75
"WI",2016,1,60,4.5,52631.75
"WI",2016,2,78,11.5,148052
"WI",2016,3,145,21.5,331307.5
"WI",2016,4,91,7,135642.25
"WI",2016,5,114,9.5,144894
"WI",2016,6,270,55.5,1977790.5
"WI",2016,7,246,56.5,1317500
"WI",2016,8,127,27,281280.25
"WI",2016,9,155,8.25,189618.75
"WI",2016,10,102,14.5,151023.75
"WI",2016,11,95,9.5,173412.5
"WI",2016,12,88,14.5,180319.5
"WY",2016,0,12,3.75,51083.75
"WY",2016,1,0,0,0
"WY",2016,2,4,0.75,32036
"WY",2016,3,1,2.75,5379
"WY",2016,4,0,0,0
"WY",2016,5,0,0,0
"WY",2016,6,1,1,1111
"WY",2016,7,2,1.75,5816.25
"WY",2016,8,0,0,0
"WY",2016,9,2,1,1162
"WY",2016,10,2,3.75,5579.5
"WY",2016,11,0,0,0
"WY",2016,12,0,0,0
"AL",2017,0,1289,69,3727812.25
"AL",2017,1,60,7.75,98184
"AL",2017,2,21,4.5,30020.5
"AL",2017,3,49,3.5,40264.75
"AL",2017,4,62,10.75,75301
"AL",2017,5,122,24.25,644805
"AL",2017,6,111,10,172347.5
"AL",2017,7,98,4.75,82547
"AL",2017,8,54,7.25,47632.75
"AL",2017,9,58,13.75,64128.25
"AL",2017,10,277,16.25,276340
"AL",2017,11,76,23.5,86622.25
"AL",2017,12,301,69,2109619.25
"AK",2017,0,202,10.25,357224
"AK",2017,1,7,7.5,11678.5
"AK",2017,2,5,3,3210.5
"AK",2017,3,10,5.75,22322.5
"AK",2017,4,15,10,25723.25
"AK",2017,5,23,6.5,27372.75
"AK",2017,6,25,4.75,72406.25
"AK",2017,7,35,10,83292
"AK",2017,8,12,4.5,15893.25
"AK",2017,9,20,10.25,29977.25
"AK",2017,10,8,4.5,27222.5
"AK",2017,11,13,4.5,10779
"AK",2017,12,29,7.25,27346.25
"AZ",2017,0,1198,47.5,2876396
"AZ",2017,1,48,24.25,132548.25
"AZ",2017,2,37,8.25,47081.75
"AZ",2017,3,71,15.5,119858.75
"AZ",2017,4,82,24.75,205278.75
"AZ",2017,5,110,16,133846.25
"AZ",2017,6,136,47.5,249938.5
"AZ",2017,7,198,25.75,653940.75
"AZ",2017,8,167,30.25,492047.5
"AZ",2017,9,114,42.5,350024.25
"AZ",2017,10,106,33.75,264923
"AZ",2017,11,39,9.75,54677
"AZ",2017,12,90,14,172231.25
"AR",2017,0,2005,82.25,6082156
"AR",2017,1,98,13.75,141536.25
"AR",2017,2,66,16.5,69569.75
"AR",2017,3,208,45,844642.75
"AR",2017,4,316,70.75,2382986.75
"AR",2017,5,292,43.5,771204.5
"AR",2017,6,212,82.25,437863.75
"AR",2017,7,245,30.5,470131.75
"AR",2017,8,182,50.25,333500.75
"AR",2017,9,111,14,125242.75
"AR",2017,10,145,51,372165.75
"AR",2017,11,25,7,38953.25
"AR",2017,12,105,7.25,94358
"CA",2017,0,4917,177.75,31298962.25
"CA",2017,1,416,118.5,3309496.75
"CA",2017,2,373,44.75,1979550.5
"CA",2017,3,428,58.75,2070134.75
"CA",2017,4,350,95.25,2223643.25
"CA",2017,5,480,43,2258176.5
"CA",2017,6,503,101.5,2629557.75
"CA",2017,7,481,100.25,2986036.75
"CA",2017,8,478,177.75,4710036.75
"CA",2017,9,483,95.75,2347529.5
"CA",2017,10,434,81,2464539.75
"CA",2017,11,140,30,491034.75
"CA",2017,12,351,119,3829225.25
"CO",2017,0,1474,66.25,3251956.75
"CO",2017,1,12,66.25,272207.5
"CO",2017,2,19,4,18783.75
"CO",2017,3,54,20,213169.75
"CO",2017,4,120,14,188313
"CO",2017,5,191,19.25,424363
"CO",2017,6,182,11.75,289577.75
"CO",2017,7,215,9.5,308157.25
"CO",2017,8,183,15,316036.5
"CO",2017,9,155,12.5,257119.25
"CO",2017,10,158,40.75,627002.5
"CO",2017,11,55,4.25,50121.5
"CO",2017,12,130,45.75,287105
"CT",2017,0,1210,52.75,5992072.25
"CT",2017,1,92,20.75,152620.5
"CT",2017,2,89,22,127178.25
"CT",2017,3,120,17.5,208689.5
"CT",2017,4,83,6,64410.25
"CT",2017,5,118,7.75,90084.5
"CT",2017,6,145,10,142810
"CT",2017,7,125,29.25,131300
"CT",2017,8,106,11,116615
"CT",2017,9,111,9,128814.5
"CT",2017,10,128,52.75,4749397.25
"CT",2017,11,26,3.75,20728.25
"CT",2017,12,67,14,59424.25
"DE",2017,0,423,61.25,1259149
"DE",2017,1,32,25.25,59229.25
"DE",2017,2,29,7,38939.5
"DE",2017,3,29,61.25,644339.25
"DE",2017,4,32,22.25,105330.5
"DE",2017,5,36,6.75,41781
"DE",2017,6,46,9.5,63887
"DE",2017,7,62,6.75,79035.75
"DE",2017,8,61,9,106425
"DE",2017,9,27,10.5,35345.5
"DE",2017,10,33,5.75,47529.5
"DE",2017,11,12,6.75,11431
"DE",2017,12,24,4,25875.75
NA,2017,0,291,9.75,349923.75
NA,2017,1,15,5.75,8931
NA,2017,2,14,5.5,57894.75
NA,2017,3,34,6.75,49746
NA,2017,4,22,4,46528.25
NA,2017,5,33,4.5,21551.25
NA,2017,6,29,6,41401.75
NA,2017,7,29,9.75,43067.5
NA,2017,8,38,8.5,26212.75
NA,2017,9,24,5.5,12166.5
NA,2017,10,24,4.75,16612
NA,2017,11,14,3,9442
NA,2017,12,15,4,16370
"FL",2017,0,10820,266,546283602.75
"FL",2017,1,757,41.75,1426792.75
"FL",2017,2,669,45.25,1282549.25
"FL",2017,3,634,17.5,817903.25
"FL",2017,4,737,17.25,895134.25
"FL",2017,5,1114,28.25,1557487.5
"FL",2017,6,1216,20.5,1472455
"FL",2017,7,1402,36.5,1798840
"FL",2017,8,1198,32.5,1345047.25
"FL",2017,9,919,266,532294703.25
"FL",2017,10,1150,114.25,2273897
"FL",2017,11,402,11.75,438767.25
"FL",2017,12,622,12.5,680026
"GA",2017,0,5535,166.5,69777600.25
"GA",2017,1,421,64.75,877968
"GA",2017,2,181,11.25,149477.75
"GA",2017,3,433,38.75,2574698
"GA",2017,4,507,33.25,970575.25
"GA",2017,5,595,25.5,937220
"GA",2017,6,510,20.75,780898
"GA",2017,7,657,26.5,845406
"GA",2017,8,402,11.75,342942.75
"GA",2017,9,665,166.5,53890856
"GA",2017,10,404,14.5,404275.75
"GA",2017,11,321,11,161318.25
"GA",2017,12,439,100.25,7841964.5
"HI",2017,0,254,10.5,924699
"HI",2017,1,0,0,0
"HI",2017,2,16,6.25,50188.25
"HI",2017,3,21,4.5,57700
"HI",2017,4,12,5.5,37530.5
"HI",2017,5,31,4.75,361657.75
"HI",2017,6,18,3.25,144981.75
"HI",2017,7,25,7.75,33357.75
"HI",2017,8,24,6.5,96655.75
"HI",2017,9,15,10.5,18162
"HI",2017,10,33,5,43966.75
"HI",2017,11,31,5.5,47089.25
"HI",2017,12,28,5,33409.25
"ID",2017,0,1042,77.75,2286782.25
"ID",2017,1,103,13.25,212478.75
"ID",2017,2,76,7.5,129382
"ID",2017,3,83,56.75,133574
"ID",2017,4,84,8.25,138373.75
"ID",2017,5,76,29.75,151892.25
"ID",2017,6,68,19.5,185359.75
"ID",2017,7,71,11.5,182781
"ID",2017,8,92,16.25,157630.75
"ID",2017,9,87,77.75,182909.75
"ID",2017,10,92,12.5,157531.75
"ID",2017,11,110,12.75,130778.75
"ID",2017,12,100,60.75,524089.75
"IL",2017,0,2920,59.5,6837656.25
"IL",2017,1,84,9.5,100170.5
"IL",2017,2,179,59.5,344843.25
