"state","year","month","outage_count","max_outage_duration","customer_weighted_hours"
"MI",2019,9,569,71.5,2999247.75
"MI",2019,10,728,28,1822134.75
"MI",2019,11,494,57.75,2349208.75
"MI",2019,12,285,68,2207568
"MN",2019,0,1603,102.75,3518161.5
"MN",2019,1,95,9.5,153651
"MN",2019,2,58,9.25,76548.5
"MN",2019,3,103,8.5,148277.25
"MN",2019,4,150,102.75,880980.25
"MN",2019,5,126,22,204320
"MN",2019,6,170,12.75,236658.75
"MN",2019,7,218,25.75,680538
"MN",2019,8,175,10.5,194340.25
"MN",2019,9,183,18.25,466000.25
"MN",2019,10,164,15,209192
"MN",2019,11,97,22.5,147151.5
"MN",2019,12,64,12,120503.75
"MS",2019,0,2641,75.75,6327487.75
"MS",2019,1,131,29.5,161901.75
"MS",2019,2,117,8.5,106208.75
"MS",2019,3,133,14.25,145333.25
"MS",2019,4,326,75.75,1712245.75
"MS",2019,5,253,59,586401
"MS",2019,6,331,53.5,817589.75
"MS",2019,7,334,31.75,448477
"MS",2019,8,219,12,262121.5
"MS",2019,9,148,10.25,126277.75
"MS",2019,10,332,56.5,1316164.25
"MS",2019,11,156,18.75,181040.75
"MS",2019,12,161,32.75,463726.25
"MO",2019,0,3878,119.25,9085503.5
"MO",2019,1,188,119.25,3366579.5
"MO",2019,2,249,15.25,227882.75
"MO",2019,3,311,16.25,270137
"MO",2019,4,444,39.25,583899.25
"MO",2019,5,556,65.25,963755.25
"MO",2019,6,465,45.75,767252.5
"MO",2019,7,375,34.75,734772.5
"MO",2019,8,398,43.25,714841.75
"MO",2019,9,201,17.25,214813.5
"MO",2019,10,211,32.75,403461.25
"MO",2019,11,312,12.75,385010.75
"MO",2019,12,168,12.25,453097.5
"MT",2019,0,131,42.75,248118.25
"MT",2019,1,8,3.25,7613.75
"MT",2019,2,14,10.25,23819
"MT",2019,3,4,2,5184
"MT",2019,4,9,2,2590.75
"MT",2019,5,12,3,7492.75
"MT",2019,6,25,6.75,22481.75
"MT",2019,7,18,16,77058
"MT",2019,8,5,4.25,7306.5
"MT",2019,9,9,11,22985.75
"MT",2019,10,4,2,1140.5
"MT",2019,11,10,42.75,54083.5
"MT",2019,12,13,10,16362
"NE",2019,0,299,22.5,557889.5
"NE",2019,1,28,11.75,36372.25
"NE",2019,2,15,9,20742
"NE",2019,3,37,13,42148.75
"NE",2019,4,14,4,17258.5
"NE",2019,5,31,11,169508.75
"NE",2019,6,22,6,26206.75
"NE",2019,7,33,22.5,75238.25
"NE",2019,8,31,7.5,43944.75
"NE",2019,9,23,17.75,52512.5
"NE",2019,10,22,6.25,25498.75
"NE",2019,11,27,5,29544
"NE",2019,12,16,6.25,18914.25
"NV",2019,0,608,29.75,1435154.75
"NV",2019,1,45,29.75,209293.25
"NV",2019,2,70,16.25,266685.75
"NV",2019,3,38,6.5,50141.5
"NV",2019,4,53,7.25,75090
"NV",2019,5,41,14,62158.5
"NV",2019,6,56,9.75,95714.75
"NV",2019,7,62,8.25,132630
"NV",2019,8,44,18.75,65963
"NV",2019,9,66,8,134104.75
"NV",2019,10,38,11.75,70931.5
"NV",2019,11,59,17,186393.75
"NV",2019,12,36,7.25,86048
"NH",2019,0,493,46.75,2155264.25
"NH",2019,1,54,16,150019.5
"NH",2019,2,81,19,220730.75
"NH",2019,3,42,5.25,50492.25
"NH",2019,4,35,17.25,96170
"NH",2019,5,19,6.5,19268.75
"NH",2019,6,15,6.25,26924.5
"NH",2019,7,16,2.25,7265.5
"NH",2019,8,15,11.75,16343.75
"NH",2019,9,28,11,25771.75
"NH",2019,10,74,46.75,827361.75
"NH",2019,11,57,44.75,661416.75
"NH",2019,12,57,6.5,53499
"NJ",2019,0,4205,118.75,17721819.5
"NJ",2019,1,282,15.25,319607.75
"NJ",2019,2,302,68,910736
"NJ",2019,3,253,23.25,374372
"NJ",2019,4,330,34.5,664591.75
"NJ",2019,5,371,24.25,626447.75
"NJ",2019,6,383,34.5,817414.75
"NJ",2019,7,581,78,8486667.25
"NJ",2019,8,400,24.25,688146
"NJ",2019,9,239,29.25,399186.5
"NJ",2019,10,449,29.25,765192.25
"NJ",2019,11,304,47.25,775440.5
"NJ",2019,12,311,118.75,2894017
"NM",2019,0,678,49,1638577.5
"NM",2019,1,30,17.25,133132.75
"NM",2019,2,23,2.75,37184.25
"NM",2019,3,66,49,380394.5
"NM",2019,4,56,8.75,95224.75
"NM",2019,5,54,15,73938.25
"NM",2019,6,102,12.25,163162.5
"NM",2019,7,98,16.25,151556.25
"NM",2019,8,86,9.25,112463.75
"NM",2019,9,60,8.75,142931
"NM",2019,10,37,10,62193.5
"NM",2019,11,50,45.25,253347.5
"NM",2019,12,16,4.75,33048.5
"NY",2019,0,5861,88.5,21579474
"NY",2019,1,475,28,1304865
"NY",2019,2,476,56.5,2743140.75
"NY",2019,3,340,70.5,779041.5
"NY",2019,4,473,41,782666.75
"NY",2019,5,442,21.75,721422.75
"NY",2019,6,576,57.5,1794310
"NY",2019,7,621,50.5,2339129.25
"NY",2019,8,602,61,2372697
"NY",2019,9,400,23.25,514144.25
"NY",2019,10,522,72.25,2720793.75
"NY",2019,11,461,88.5,4426425.75
"NY",2019,12,473,37.25,1080837.25
"NC",2019,0,5121,125.5,20189063
"NC",2019,1,383,66.5,3442125
"NC",2019,2,276,21.25,461542
"NC",2019,3,199,13.5,279549.75
"NC",2019,4,523,36,2056367
"NC",2019,5,420,29.25,1000306.25
"NC",2019,6,661,76.25,2458089.25
"NC",2019,7,618,18.5,1122351.75
"NC",2019,8,581,29.25,1377516.5
"NC",2019,9,399,71.75,5467759.5
"NC",2019,10,365,125.5,1253344.25
"NC",2019,11,401,42,768229.75
"NC",2019,12,295,20.5,501882
"ND",2019,0,129,21,303130
"ND",2019,1,4,5.75,4175.25
"ND",2019,2,6,2,7063.75
"ND",2019,3,8,3,17025
"ND",2019,4,15,8.75,12423.25
"ND",2019,5,9,1.25,5536
"ND",2019,6,9,21,70834.5
"ND",2019,7,15,8.5,11903.5
"ND",2019,8,14,1.75,4877.25
"ND",2019,9,19,19.75,137953.25
"ND",2019,10,8,1.5,2830.75
"ND",2019,11,5,6.5,10381.75
"ND",2019,12,17,15.75,18125.75
"OH",2019,0,6372,106.75,24682653.5
"OH",2019,1,526,23.5,1148508.5
"OH",2019,2,497,78.5,5462786.5
"OH",2019,3,430,29.25,1170738
"OH",2019,4,450,45.5,1095721.25
"OH",2019,5,679,73,4615637.25
"OH",2019,6,733,51.25,1864995.25
"OH",2019,7,726,37.75,1731452.5
"OH",2019,8,560,36,1836534.75
"OH",2019,9,387,106.75,1883456.75
"OH",2019,10,536,41,1191372
"OH",2019,11,467,34.25,1388114.75
"OH",2019,12,381,14.75,1293336
"OK",2019,0,2776,99,8698268.5
"OK",2019,1,111,33.25,151371
"OK",2019,2,132,8.75,132552
"OK",2019,3,196,18.75,242006.75
"OK",2019,4,181,14.75,182992
"OK",2019,5,447,90.5,1682485.25
"OK",2019,6,410,58.25,1256014
"OK",2019,7,195,21,266356.5
"OK",2019,8,335,99,3489686.5
"OK",2019,9,195,14,240875.25
"OK",2019,10,242,18.25,472577
"OK",2019,11,235,20.5,453932.25
"OK",2019,12,97,28.25,127420
"OR",2019,0,1352,266,6520448.25
"OR",2019,1,121,23.5,531950.75
"OR",2019,2,160,194,2885932.5
"OR",2019,3,87,19.5,244849.75
"OR",2019,4,77,8.5,136496.5
"OR",2019,5,111,266,531918.5
"OR",2019,6,107,259.5,573234
"OR",2019,7,120,12.5,316480.25
"OR",2019,8,111,14.75,250398.5
"OR",2019,9,158,17,301662.5
"OR",2019,10,107,16.75,253199.25
"OR",2019,11,97,22.75,220915
"OR",2019,12,96,27.75,273410.75
"PA",2019,0,7537,105.25,23854898.75
"PA",2019,1,539,22.75,832180.75
"PA",2019,2,584,105.25,6164293.5
"PA",2019,3,526,21.75,582283.25
"PA",2019,4,594,66.25,1668422.5
"PA",2019,5,731,83.5,2164965.75
"PA",2019,6,836,46,1512223.25
"PA",2019,7,876,49.75,2725899.25
"PA",2019,8,703,35.75,1267653.5
"PA",2019,9,448,25.5,602698.25
"PA",2019,10,625,42.25,1496613.25
"PA",2019,11,547,96.5,3514392
"PA",2019,12,528,71,1323273.5
"RI",2019,0,305,63.5,1981875.25
"RI",2019,1,26,14,84576
"RI",2019,2,22,29.25,121941
"RI",2019,3,31,5.25,49266.5
"RI",2019,4,20,4,78361.5
"RI",2019,5,24,4,29592.75
"RI",2019,6,24,5.5,34415.5
"RI",2019,7,13,6.5,46384
"RI",2019,8,32,5.5,36727.75
"RI",2019,9,14,3.75,15448.5
"RI",2019,10,49,63.5,876532.25
"RI",2019,11,18,48.5,564912.75
"RI",2019,12,32,4.25,43716.75
"SC",2019,0,2581,98,12132875.5
"SC",2019,1,186,21.5,251463.5
"SC",2019,2,146,12.75,192335.25
"SC",2019,3,138,22.75,199194.25
"SC",2019,4,251,41.5,769585
"SC",2019,5,265,10,293066.5
"SC",2019,6,456,74.75,1828039.25
"SC",2019,7,271,21.25,393845
"SC",2019,8,185,14.5,232790.25
"SC",2019,9,246,98,7473132
"SC",2019,10,107,21.25,150221.5
"SC",2019,11,164,10.75,113515.75
"SC",2019,12,166,19.75,235687.25
"SD",2019,0,269,418.75,1242504.5
"SD",2019,1,11,2.5,8765.25
"SD",2019,2,5,2,2239
"SD",2019,3,8,15.5,36992.75
"SD",2019,4,27,107,375878.5
"SD",2019,5,48,16.75,52809.5
"SD",2019,6,15,4.5,10578.75
"SD",2019,7,56,24.25,75056.5
"SD",2019,8,13,5.25,32965.75
"SD",2019,9,32,23,247785
"SD",2019,10,15,3.25,23083.5
"SD",2019,11,25,11,57754.25
"SD",2019,12,14,418.75,318595.75
"TN",2019,0,3534,103.75,7488474.5
"TN",2019,1,144,27,250827.25
"TN",2019,2,199,17.5,393179.75
"TN",2019,3,220,25,395436.25
"TN",2019,4,210,22.75,330735.25
"TN",2019,5,284,23.75,311719.75
"TN",2019,6,571,45.75,1977267
"TN",2019,7,428,26.25,578164.5
"TN",2019,8,378,27,732761
"TN",2019,9,234,10.25,298930
"TN",2019,10,395,103.75,1549505
"TN",2019,11,230,46,364695.5
"TN",2019,12,241,17.75,305253.25
"TX",2019,0,13848,723.75,58177471.75
"TX",2019,1,806,25.25,1057055
"TX",2019,2,698,25.75,916171.25
"TX",2019,3,925,77.5,3492240
"TX",2019,4,1280,54.25,3970699.75
"TX",2019,5,1719,151.5,7590845
"TX",2019,6,1682,723.75,20791362.25
"TX",2019,7,1293,80.5,3173532.75
"TX",2019,8,1277,43,3276467
"TX",2019,9,1150,114.75,3314335
"TX",2019,10,1244,285.25,8119831
"TX",2019,11,967,189.5,1437161.75
"TX",2019,12,807,94.5,1037771
NA,2019,0,313,53.75,2615858.75
NA,2019,1,0,0,0
NA,2019,2,1,1.75,2344.25
NA,2019,3,13,7.25,91455.25
NA,2019,4,19,9,179909.5
NA,2019,5,31,17.5,104272
NA,2019,6,26,6.25,141485.75
NA,2019,7,30,12,264921.25
NA,2019,8,54,53.75,759858
NA,2019,9,55,10.5,644764.5
NA,2019,10,30,8.5,72796.25
NA,2019,11,41,5.75,319015.25
NA,2019,12,13,4.75,35036.75
"UT",2019,0,1177,56.75,2202371
"UT",2019,1,59,15.25,132775.25
"UT",2019,2,104,15.5,146636.25
"UT",2019,3,79,56.75,449479.25
"UT",2019,4,100,10,146565.75
"UT",2019,5,135,11.25,256555.25
"UT",2019,6,125,8.75,137317.75
"UT",2019,7,129,40,293509.75
"UT",2019,8,121,17.25,184897.75
"UT",2019,9,93,15.5,151017.25
"UT",2019,10,84,14,123451.75
"UT",2019,11,110,15,136541
"UT",2019,12,38,8.25,43624
"VT",2019,0,592,83,2269782.5
"VT",2019,1,30,7.5,35217.75
"VT",2019,2,56,29.5,103360.5
"VT",2019,3,45,9.75,64579.5
"VT",2019,4,65,15.75,118542
"VT",2019,5,33,4.75,50047
"VT",2019,6,62,5,55517.75
"VT",2019,7,56,11,107765.5
"VT",2019,8,51,7.25,61138.25
"VT",2019,9,36,5.5,21552.25
"VT",2019,10,53,44.75,205594.5
"VT",2019,11,64,83,1419226.5
"VT",2019,12,41,7,27241
"VA",2019,0,5892,70.75,17670488
"VA",2019,1,489,37.25,1309305.5
"VA",2019,2,412,70.75,2836268.25
"VA",2019,3,328,24,500373.75
"VA",2019,4,485,24.5,1543330.75
"VA",2019,5,529,70.25,2366134
"VA",2019,6,636,33.25,1523373.75
"VA",2019,7,804,32,2170321.75
"VA",2019,8,643,27,1606403.25
"VA",2019,9,330,36.75,970308.5
"VA",2019,10,476,52,1213135
"VA",2019,11,484,42.5,1266778
"VA",2019,12,276,26.25,364755.5
"WA",2019,0,1830,121.25,5721932.25
"WA",2019,1,105,37.5,699904.25
"WA",2019,2,142,34,1150629.75
"WA",2019,3,95,12.25,176492.5
"WA",2019,4,123,11.75,252900
"WA",2019,5,152,11.75,212734.75
"WA",2019,6,146,18.5,277438
"WA",2019,7,178,32.5,536504.5
"WA",2019,8,172,46.75,349327.5
"WA",2019,9,205,44.25,680238.75
"WA",2019,10,231,51,814729.25
"WA",2019,11,149,21.25,240069.25
"WA",2019,12,132,121.25,330963.75
"WV",2019,0,2977,94.5,11204996.75
"WV",2019,1,227,23.25,508088.25
"WV",2019,2,269,94.5,3069980.25
"WV",2019,3,190,22.75,490040
"WV",2019,4,224,26.25,558362.5
"WV",2019,5,355,33,1171246
"WV",2019,6,338,74.25,1406051.5
"WV",2019,7,305,45.5,769157.5
"WV",2019,8,250,52.25,689488
"WV",2019,9,161,13.75,385949.25
"WV",2019,10,284,55.25,1089289
"WV",2019,11,208,37.5,766596
"WV",2019,12,166,14,300748.5
"WI",2019,0,2318,88.75,12219571.75
"WI",2019,1,107,9,199189.75
"WI",2019,2,204,33,645951
"WI",2019,3,117,7.5,174738.75
"WI",2019,4,154,30,183932.75
"WI",2019,5,182,26,613292.5
"WI",2019,6,285,39.75,1084535
"WI",2019,7,429,88.75,6459695.75
"WI",2019,8,226,22,581843
"WI",2019,9,192,10.75,358102.25
"WI",2019,10,176,22,317663
"WI",2019,11,132,60,1090531.25
"WI",2019,12,114,35.75,510096.75
"WY",2019,0,299,9,218345.25
"WY",2019,1,26,6.75,12980
"WY",2019,2,18,8.25,23055.5
"WY",2019,3,33,7,26117.25
"WY",2019,4,33,9,40720.5
"WY",2019,5,13,4.25,5087
"WY",2019,6,11,2,7777
"WY",2019,7,29,6.5,20441.25
"WY",2019,8,55,2.5,35039.75
"WY",2019,9,55,2.5,22034.25
"WY",2019,10,11,3.75,13967.75
"WY",2019,11,12,6.5,8471.75
"WY",2019,12,3,2,2653.25
"AL",2020,0,4825,269,54097905.75
"AL",2020,1,407,47.25,1701510.75
"AL",2020,2,281,16.75,279854.75
"AL",2020,3,316,123.75,398857
"AL",2020,4,539,88.25,4897693.25
"AL",2020,5,417,17.75,720039.75
"AL",2020,6,479,36.5,794181.75
"AL",2020,7,518,19.5,825878.5
"AL",2020,8,408,16.25,677503.5
"AL",2020,9,398,269,20113377
"AL",2020,10,465,116,21985505.75
"AL",2020,11,345,74,1358955
"AL",2020,12,252,16.5,344548.75
"AK",2020,0,371,82.25,918561
"AK",2020,1,36,8.25,49245
"AK",2020,2,44,11.25,81637.5
"AK",2020,3,21,17.75,67674.75
"AK",2020,4,16,6.5,42147
"AK",2020,5,15,6.75,13534.75
"AK",2020,6,42,7.75,58723
"AK",2020,7,32,7.25,33068.75
"AK",2020,8,33,9,100298.75
"AK",2020,9,26,25.25,108772.25
"AK",2020,10,30,19.75,52486
"AK",2020,11,47,23.5,106296.25
"AK",2020,12,29,82.25,204677
"AZ",2020,0,1707,46,3470477.5
"AZ",2020,1,96,25,154792.5
"AZ",2020,2,112,30.25,226941.25
"AZ",2020,3,126,46,371842.25
"AZ",2020,4,96,5,123682.25
"AZ",2020,5,116,32,197133
"AZ",2020,6,181,23.5,295313.75
"AZ",2020,7,241,15.25,459541
"AZ",2020,8,216,22,772613.75
"AZ",2020,9,139,6.5,242675
"AZ",2020,10,157,9.75,213151.25
"AZ",2020,11,126,21,228334.75
"AZ",2020,12,101,11.25,184456.75
"AR",2020,0,2639,98.75,15443311.5
"AR",2020,1,228,45,1118527.5
"AR",2020,2,108,7.5,121531
"AR",2020,3,126,77.5,249095.25
"AR",2020,4,354,98.75,9394285.25
"AR",2020,5,309,50,647847.25
"AR",2020,6,285,27,552684.5
"AR",2020,7,261,27,503569.5
"AR",2020,8,319,95.25,1892494.75
"AR",2020,9,190,11.75,336297
"AR",2020,10,138,34.75,183525
"AR",2020,11,216,24.5,286112
"AR",2020,12,105,25,157342.5
"CA",2020,0,14148,426,91557020
"CA",2020,1,903,92.25,3656280
"CA",2020,2,989,56.5,4734308.5
"CA",2020,3,945,243.5,5489893.75
"CA",2020,4,878,30,1904462.5
"CA",2020,5,1058,246.5,3429888
"CA",2020,6,1159,174.5,3467807
"CA",2020,7,1137,98,3624200.75
"CA",2020,8,1296,266.25,13307458.5
"CA",2020,9,1193,297.25,19060583.25
"CA",2020,10,1621,186.25,22327996
"CA",2020,11,1334,426,4303229.75
"CA",2020,12,1635,189.75,6250912
"CO",2020,0,2222,130,4801990.5
"CO",2020,1,70,6.75,69853.75
"CO",2020,2,91,8.25,124719.25
"CO",2020,3,122,18,232643
"CO",2020,4,101,10.25,162512.25
"CO",2020,5,172,12.5,218068
"CO",2020,6,323,68.25,1438593
"CO",2020,7,287,130,522822.75
"CO",2020,8,261,10.75,289922.5
"CO",2020,9,232,86,651948
"CO",2020,10,273,67.5,744866.75
"CO",2020,11,172,14.5,230847.5
"CO",2020,12,118,9.25,115193.75
"CT",2020,0,1380,204,63866975.5
"CT",2020,1,94,6,79527.25
"CT",2020,2,58,23.5,161949.5
"CT",2020,3,59,4.25,39886.5
"CT",2020,4,113,47.5,686157.25
"CT",2020,5,101,11.25,88800.25
"CT",2020,6,126,6.75,101104.5
"CT",2020,7,193,15.25,184258.75
"CT",2020,8,154,204,60533169
"CT",2020,9,99,18,213064.25
"CT",2020,10,120,25,297270.25
"CT",2020,11,162,30.75,948835.75
"CT",2020,12,101,40.25,532952.25
"DE",2020,0,383,94.25,1968932.75
"DE",2020,1,27,6,31947.25
"DE",2020,2,27,14.5,63603.5
"DE",2020,3,14,6.25,27232
"DE",2020,4,41,15,90828.25
"DE",2020,5,17,8.5,15708.75
"DE",2020,6,41,7,34715
"DE",2020,7,40,7,58359
"DE",2020,8,58,94.25,1386455
"DE",2020,9,28,6.5,29293.75
"DE",2020,10,30,3,25482
"DE",2020,11,36,9.75,81795
"DE",2020,12,24,25.25,123513.25
NA,2020,0,295,30.5,357574.75
NA,2020,1,23,8,18187.25
NA,2020,2,16,7.25,36213.75
NA,2020,3,19,7.75,10621.75
NA,2020,4,19,10,17218.75
NA,2020,5,13,7.75,15450.75
NA,2020,6,35,7.75,55033.75
NA,2020,7,44,30.5,107270.25
NA,2020,8,38,6.75,16323.25
NA,2020,9,29,9.5,38856.25
NA,2020,10,14,6.75,7431
NA,2020,11,30,6,23412
NA,2020,12,15,6,11556
"FL",2020,0,12447,186.75,34777558.25
"FL",2020,1,590,14.5,680018.75
"FL",2020,2,864,45.75,2101195.25
"FL",2020,3,702,37.5,625978.5
"FL",2020,4,1078,63.75,1845763.75
"FL",2020,5,1088,31,1462078.5
"FL",2020,6,1286,67.25,1500864.75
"FL",2020,7,1431,20.5,1831550.75
"FL",2020,8,1462,33,2007360.75
"FL",2020,9,1272,186.75,17220574
"FL",2020,10,990,48.5,1270022.75
"FL",2020,11,910,78.75,3022868.5
"FL",2020,12,774,19,1209282
"GA",2020,0,6947,111.5,34119290.25
"GA",2020,1,449,43.75,1357500.5
"GA",2020,2,498,16.25,632922.5
"GA",2020,3,387,39.25,714879.5
"GA",2020,4,839,69.5,3034711
"GA",2020,5,538,49,676107.5
"GA",2020,6,697,40.25,1182754.5
"GA",2020,7,696,22.5,944411.5
"GA",2020,8,904,20,1325118
"GA",2020,9,644,46.75,983614.25
"GA",2020,10,496,111.5,22215420.5
"GA",2020,11,445,38.75,614245
"GA",2020,12,354,16,437605.5
"HI",2020,0,409,14.75,896668.25
"HI",2020,1,45,6.75,71257.5
"HI",2020,2,47,14.25,156621.75
"HI",2020,3,44,11,89017.75
"HI",2020,4,29,14.75,77047
"HI",2020,5,20,5.25,32453.75
"HI",2020,6,32,5.75,50438.5
"HI",2020,7,41,3.75,45483.75
"HI",2020,8,23,3.5,14905.25
"HI",2020,9,25,6.75,63918.75
"HI",2020,10,46,7.5,118580.75
"HI",2020,11,29,7.5,44571.75
"HI",2020,12,28,6.75,132371.75
"ID",2020,0,1017,103.25,4190780.75
"ID",2020,1,117,23.5,556952.5
"ID",2020,2,55,18.75,113931
"ID",2020,3,48,48,343908.25
"ID",2020,4,78,9.75,118340
"ID",2020,5,137,47.75,670905.75
"ID",2020,6,99,17.75,186600.25
"ID",2020,7,90,21,131356.25
"ID",2020,8,64,20.5,197404.75
"ID",2020,9,99,103.25,1191822
"ID",2020,10,82,45.75,372252
"ID",2020,11,98,11.5,183615.25
"ID",2020,12,50,12,123692.75
"IL",2020,0,4125,148,32546168.25
"IL",2020,1,302,20.75,411128.75
"IL",2020,2,171,9.25,141187
"IL",2020,3,261,23.75,229595
"IL",2020,4,340,23,565396
"IL",2020,5,387,36.5,707097.75
"IL",2020,6,498,28.5,1030422.5
"IL",2020,7,523,42.25,1925940.75
"IL",2020,8,409,148,25858693.25
"IL",2020,9,347,13.5,363615.5
"IL",2020,10,354,11.75,335597
"IL",2020,11,306,29,765095
"IL",2020,12,227,15,212399.75
"IN",2020,0,2874,85.75,10786813.5
"IN",2020,1,165,17.75,261786.5
"IN",2020,2,104,8,136774.75
"IN",2020,3,175,30.5,327510.75
"IN",2020,4,195,72.25,1883214.75
"IN",2020,5,203,58.75,653853.5
"IN",2020,6,353,48,1525364.5
"IN",2020,7,406,28,1186032.5
"IN",2020,8,359,85.75,3204437
"IN",2020,9,186,59.25,289550.75
"IN",2020,10,253,11.5,361338
"IN",2020,11,271,26.5,704332.75
"IN",2020,12,204,16.75,252617.75
"IA",2020,0,1454,213.25,43064146
"IA",2020,1,141,17,218027.25
"IA",2020,2,40,22.25,71518.5
"IA",2020,3,99,21,131304
"IA",2020,4,103,13.25,101784.25
"IA",2020,5,117,7,77703.75
"IA",2020,6,155,7.75,161800
"IA",2020,7,154,31.25,397397.75
"IA",2020,8,218,213.25,41413671
"IA",2020,9,161,11.5,230406.5
"IA",2020,10,81,10.25,84620
"IA",2020,11,130,7.75,117230.5
"IA",2020,12,55,18.5,58682.5
"KS",2020,0,1106,33.25,1437224.75
"KS",2020,1,73,15.25,70650.5
"KS",2020,2,48,7.75,70853.25
"KS",2020,3,68,6.25,69421.5
"KS",2020,4,79,8.25,54467.75
"KS",2020,5,123,33.25,223122.75
"KS",2020,6,190,32.5,273400.75
"KS",2020,7,141,29.5,184673.75
"KS",2020,8,84,22.75,161484.75
"KS",2020,9,61,10.25,56117.5
"KS",2020,10,103,18,136398.25
"KS",2020,11,72,13.75,68909
"KS",2020,12,64,14,67725
"KY",2020,0,3405,159,8799248
"KY",2020,1,340,19.25,535803.5
"KY",2020,2,157,46.75,171145.5
"KY",2020,3,258,44,353586.5
"KY",2020,4,298,73,4606376.75
"KY",2020,5,278,19.25,323841
"KY",2020,6,339,41,576022
"KY",2020,7,410,91.5,700438.75
"KY",2020,8,263,159,287538
"KY",2020,9,282,14.75,251207.25
"KY",2020,10,331,68.5,274968.75
"KY",2020,11,252,10.5,284600
"KY",2020,12,197,66.25,433720
"LA",2020,0,5747,845.25,171677458.5
"LA",2020,1,351,77,1251617.75
"LA",2020,2,266,26.75,535166.25
"LA",2020,3,304,18.5,427247
"LA",2020,4,600,80.5,3673368.75
"LA",2020,5,512,33.25,805152.75
"LA",2020,6,650,46.75,1148787.5
"LA",2020,7,520,17.5,716013.5
"LA",2020,8,595,845.25,99267354.5
"LA",2020,9,543,165.5,2920039.5
"LA",2020,10,567,272.75,56914208.75
"LA",2020,11,528,81,3530139.25
"LA",2020,12,311,12.75,488363
"ME",2020,0,1741,146,29526006.75
"ME",2020,1,74,6.75,148137.5
"ME",2020,2,108,32.5,742188
"ME",2020,3,128,11.5,481141.25
"ME",2020,4,133,146,12647560.25
"ME",2020,5,125,10.5,334005.75
"ME",2020,6,147,30,309365
"ME",2020,7,155,27,373704.25
"ME",2020,8,183,63.5,2200826
"ME",2020,9,120,53,1880676
"ME",2020,10,175,12.25,324918
"ME",2020,11,191,42,1614246
"ME",2020,12,202,86.5,8469238.75
"MD",2020,0,3981,35.75,4435507.08392857
"MD",2020,1,215,9.5,138238.5
"MD",2020,2,201,33,205434.5
"MD",2020,3,133,15,110230.25
"MD",2020,4,123,15.75,170929.5
"MD",2020,5,202,11.25,144324
"MD",2020,6,376,24.25,322653.7
"MD",2020,7,975,29.5,808352.75
"MD",2020,8,509,35.75,1469951.64583333
"MD",2020,9,324,27.25,347364.238095238
"MD",2020,10,255,9.75,152389.5
"MD",2020,11,528,20,397906
"MD",2020,12,140,20.25,167732.5
"MA",2020,0,2481,97.5,16639516.75
"MA",2020,1,170,12.25,182561.25
"MA",2020,2,140,36.25,1112687.25
"MA",2020,3,168,20.25,319880.5
"MA",2020,4,197,53.75,1916215
"MA",2020,5,190,24.5,554094.25
"MA",2020,6,245,24.75,407197.25
"MA",2020,7,263,28,325808.75
"MA",2020,8,288,97.5,6115002.25
"MA",2020,9,155,35.75,631516
"MA",2020,10,258,78.5,3784039.75
"MA",2020,11,213,22.5,643457.75
"MA",2020,12,194,34,647056.75
"MI",2020,0,6293,130.75,43411372.5
"MI",2020,1,304,62.5,1141604.75
"MI",2020,2,180,8.25,370993.5
"MI",2020,3,350,28,812187
"MI",2020,4,435,20.5,887268
"MI",2020,5,500,96.75,1794962.25
"MI",2020,6,810,130.75,12179156
"MI",2020,7,739,99,9526835.5
"MI",2020,8,617,71.25,3468381.5
"MI",2020,9,581,45.75,1253219.25
"MI",2020,10,457,41.5,1277921.5
"MI",2020,11,1011,42.25,9167032.75
"MI",2020,12,309,65.5,1531810.5
"MN",2020,0,1926,43.25,4574279
"MN",2020,1,57,16.25,79409
"MN",2020,2,73,13.75,133737
"MN",2020,3,92,33.5,401301.25
"MN",2020,4,133,10.5,220115
"MN",2020,5,145,16,300013.75
"MN",2020,6,280,22.5,591948
"MN",2020,7,304,32.25,763783.5
"MN",2020,8,274,43.25,1224190
"MN",2020,9,168,16,221824.75
"MN",2020,10,191,21.25,327887.5
"MN",2020,11,116,13.5,129940
"MN",2020,12,93,13.25,180129.25
"MS",2020,0,3237,399.75,24827801
"MS",2020,1,251,325.25,1674112.75
"MS",2020,2,207,399.75,578596.5
"MS",2020,3,207,61.25,607003.5
"MS",2020,4,541,75.5,4159366.75
"MS",2020,5,221,27.5,280514
"MS",2020,6,428,39,877484.75
"MS",2020,7,306,39.25,332545.75
"MS",2020,8,291,51.25,549601.5
"MS",2020,9,180,34.75,236479.5
"MS",2020,10,266,165,14409542.5
"MS",2020,11,202,112.25,951339.25
"MS",2020,12,137,20.5,171214.25
"MO",2020,0,3123,66.25,6219715
"MO",2020,1,243,18,337598.25
"MO",2020,2,113,8.5,111903
"MO",2020,3,209,11,208901.25
"MO",2020,4,287,12.25,252398
"MO",2020,5,331,27.75,679332.75
"MO",2020,6,347,33.75,1085866
"MO",2020,7,385,34,808527.75
"MO",2020,8,353,66.25,1574445.75
"MO",2020,9,180,16.5,172907.25
"MO",2020,10,229,18,262005.75
"MO",2020,11,276,48.25,312434.5
"MO",2020,12,170,29,413394.75
"MT",2020,0,747,61.75,2766650.5
"MT",2020,1,38,7.75,59028.25
"MT",2020,2,45,31,268400
